Caso,DescDoenca,area_damaged,canker_lesion,crop_hist,date,external decay,fruit spots,fruiting_bodies,fruit_pods,germination,hail,int_discolor,leaf_malf,leaf_mild,leaf_shread,leafspots_halo,leafspot_size,leafspots_marg,leaves,lodging,mold_growth,mycelium,plant_growth,plant_stand,precip,roots,sclerotia,seed,seed_discolor,seed_size,seed_tmt,severity,shriveling,stem,stem_cankers,temp
155,bacterial_blight,upper_areas,dna,same_lst_sev_yrs,Julho,Absent,Absent,Absent,Norm,90_100%,Yes,None,Present,Absent,Present,yellow_halos,lt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,Normal,Normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Norm,Absent,norm
156,bacterial_blight,low_areas,dna,same_lst_two_yrs,Julho,Absent,Absent,Absent,Norm,90_100%,No,None,Absent,Absent,Present,no_yellow_halos,lt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt_normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot_severe,Absent,Norm,Absent,norm
157,bacterial_blight,scattered,dna,same_1st_yr,Julho,Absent,Absent,Absent,Norm,80_89%,Yes,None,Absent,Absent,Present,yellow_halos,lt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,Normal,Normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Norm,Absent,norm
158,bacterial_blight,whole_field,dna,diff_1st_year,Agosto,Absent,Absent,Absent,Norm,80_89%,No,None,Absent,Absent,Present,no_yellow_halos,lt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt_normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot_severe,Absent,Norm,Absent,norm
159,bacterial_blight,low_areas,dna,same_lst_sev_yrs,Junho,Absent,Absent,Absent,Norm,90_100%,Yes,None,Absent,Absent,Present,yellow_halos,lt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,Normal,Normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Norm,Absent,norm
160,bacterial_blight,low_areas,dna,same_lst_two_yrs,Agosto,Absent,Absent,Absent,Norm,lt_80%,No,None,Absent,Absent,Present,no_yellow_halos,lt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,lt_normal,gt_normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot_severe,Absent,Norm,Absent,gt_norm
161,bacterial_pustule,upper_areas,dna,same_lst_two_yrs,Junho,Absent,Absent,Absent,Norm,lt_80%,Yes,None,Absent,Absent,absent,yellow_halos,lt_1/8,no_w_s_marg,Abnorm,Yes,Absent,Absent,Norm,lt_normal,Normal,galls_cysts,Absent,Norm,Absent,Norm,none,Minor,Absent,Norm,Absent,gt_norm
162,bacterial_pustule,whole_field,dna,same_lst_two_yrs,Julho,Absent,Absent,Absent,Norm,80_89%,No,None,Absent,Absent,Present,no_yellow_halos,lt_1/8,no_w_s_marg,Abnorm,Yes,Present,Absent,Abnorm,Normal,gt_normal,Norm,Absent,Abnorm,Present,Norm,fungicida,pot_severe,Absent,Norm,Absent,lt_norm
163,bacterial_pustule,scattered,dna,diff_1st_year,Junho,Absent,Absent,Absent,Norm,90_100%,Yes,None,Absent,Absent,absent,yellow_halos,lt_1/8,no_w_s_marg,Abnorm,Yes,Absent,Absent,Norm,Normal,Normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Norm,Absent,lt_norm
164,bacterial_pustule,scattered,dna,same_lst_sev_yrs,Agosto,Absent,Absent,Absent,Norm,lt_80%,Yes,None,Present,Absent,Present,yellow_halos,lt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,lt_normal,gt_normal,Rotted,Absent,Norm,Absent,lt_norm,none,pot_severe,Absent,Norm,Absent,norm
165,bacterial_pustule,low_areas,dna,same_1st_yr,Julho,Absent,Absent,Absent,Norm,80_89%,No,None,Absent,Absent,Present,yellow_halos,lt_1/8,no_w_s_marg,Abnorm,Yes,Present,Absent,Norm,Normal,gt_normal,Rotted,Absent,Abnorm,Present,lt_norm,none,pot_severe,Absent,Norm,Absent,norm
166,bacterial_pustule,scattered,dna,same_lst_two_yrs,Julho,Absent,Absent,Absent,Norm,lt_80%,Yes,None,Absent,Absent,absent,no_yellow_halos,lt_1/8,no_w_s_marg,Abnorm,Yes,Absent,Absent,Norm,lt_normal,Normal,Rotted,Absent,Norm,Absent,Norm,none,Minor,Absent,Norm,Absent,lt_norm
167,bacterial_pustule,whole_field,dna,same_lst_two_yrs,Julho,Absent,Absent,Absent,Norm,80_89%,No,None,Absent,Absent,Present,yellow_halos,lt_1/8,no_w_s_marg,Abnorm,Yes,Present,Absent,Abnorm,Normal,Normal,Norm,Absent,Abnorm,Present,lt_norm,none,Minor,Absent,Norm,Absent,norm
168,bacterial_pustule,upper_areas,dna,diff_1st_year,Julho,Absent,Absent,Absent,Norm,lt_80%,Yes,None,Absent,Absent,Present,yellow_halos,lt_1/8,no_w_s_marg,Abnorm,Yes,Absent,Absent,Norm,lt_normal,gt_normal,Rotted,Absent,Norm,Absent,lt_norm,none,pot_severe,Absent,Norm,Absent,norm
169,bacterial_pustule,whole_field,dna,same_1st_yr,Agosto,Absent,Absent,Absent,Norm,80_89%,No,None,Absent,Absent,Present,yellow_halos,lt_1/8,no_w_s_marg,Abnorm,Yes,Present,Absent,Norm,Normal,Normal,Norm,Absent,Abnorm,Present,lt_norm,none,Minor,Absent,Norm,Absent,norm
170,bacterial_pustule,scattered,dna,same_lst_two_yrs,Setembro,Absent,Absent,Absent,Norm,lt_80%,Yes,None,Absent,Absent,Present,yellow_halos,lt_1/8,no_w_s_marg,Abnorm,Yes,Absent,Absent,Norm,lt_normal,Normal,Rotted,Absent,Norm,Absent,Norm,fungicida,Minor,Absent,Norm,Absent,norm
171,purple_seed_stain,upper_areas,tan,same_lst_two_yrs,Outubro,Absent,Colored,Absent,Diseased,90_100%,No,None,Absent,Absent,absent,absent,dna,dna,Norm,No,Absent,Absent,Norm,Normal,gt_normal,Norm,Absent,Abnorm,Present,Norm,none,Minor,Absent,Abnorm,Absent,lt_norm
172,purple_seed_stain,upper_areas,tan,same_lst_two_yrs,Outubro,Absent,Colored,Absent,Diseased,80_89%,Yes,None,Absent,Absent,absent,no_yellow_halos,lt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt_normal,Norm,Absent,Abnorm,Present,Norm,fungicida,Minor,Absent,Abnorm,Absent,lt_norm
173,purple_seed_stain,low_areas,tan,same_1st_yr,Agosto,Absent,Absent,Absent,Norm,lt_80%,No,None,Absent,Absent,absent,absent,dna,dna,Norm,Yes,Absent,Absent,Norm,Normal,gt_normal,Norm,Absent,Abnorm,Present,Norm,fungicida,Minor,Absent,Norm,Absent,norm
174,purple_seed_stain,scattered,tan,diff_1st_year,Agosto,Absent,Absent,Absent,Norm,80_89%,No,None,Absent,Absent,absent,no_yellow_halos,lt_1/8,w_s_marg,Abnorm,No,Absent,Absent,Norm,Normal,gt_normal,Norm,Absent,Abnorm,Present,Norm,none,Minor,Absent,Norm,Absent,norm
175,purple_seed_stain,scattered,tan,diff_1st_year,Agosto,Absent,Absent,Absent,Norm,lt_80%,Yes,None,Absent,Absent,absent,no_yellow_halos,lt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt_normal,Norm,Absent,Abnorm,Present,Norm,none,Minor,Absent,Norm,Absent,lt_norm
176,purple_seed_stain,upper_areas,tan,same_lst_two_yrs,Outubro,Absent,Colored,Absent,Diseased,80_89%,Yes,None,Absent,Absent,absent,no_yellow_halos,lt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt_normal,Norm,Absent,Abnorm,Present,Norm,none,Minor,Absent,Abnorm,Absent,gt_norm
177,purple_seed_stain,scattered,tan,diff_1st_year,Julho,Absent,Absent,Absent,Norm,80_89%,No,None,Absent,Absent,absent,absent,dna,dna,Norm,No,Absent,Absent,Norm,Normal,gt_normal,Norm,Absent,Abnorm,Present,Norm,none,Minor,Absent,Norm,Absent,lt_norm
178,purple_seed_stain,whole_field,tan,same_lst_sev_yrs,Julho,Absent,Absent,Absent,Norm,80_89%,No,None,Absent,Absent,absent,absent,dna,dna,Norm,Yes,Absent,Absent,Norm,Normal,gt_normal,Norm,Absent,Abnorm,Present,Norm,fungicida,Minor,Absent,Norm,Absent,norm
179,purple_seed_stain,low_areas,tan,same_1st_yr,Setembro,Absent,Colored,Absent,Diseased,90_100%,Yes,None,Absent,Absent,absent,no_yellow_halos,lt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt_normal,Norm,Absent,Abnorm,Present,Norm,none,Minor,Absent,Abnorm,Absent,norm
180,purple_seed_stain,scattered,tan,diff_1st_year,Agosto,Absent,Absent,Absent,Norm,80_89%,Yes,None,Absent,Absent,absent,absent,dna,dna,Norm,Yes,Absent,Absent,Norm,Normal,gt_normal,Norm,Absent,Abnorm,Present,Norm,fungicida,Minor,Absent,Abnorm,Absent,norm
181,anthracnose,whole_field,dk_brown_blk,same_lst_sev_yrs,Setembro,Absent,Brown_w/blk_specks,Absent,Diseased,90_100%,Yes,None,Absent,Absent,absent,absent,dna,dna,Norm,Yes,Absent,Absent,Norm,lt_normal,gt_normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot_severe,Absent,Abnorm,Above_sec_nde,norm
182,anthracnose,upper_areas,Brown,same_lst_two_yrs,Setembro,firm_and_dry,Brown_w/blk_specks,Present,Diseased,lt_80%,No,None,Absent,Absent,absent,absent,dna,dna,Abnorm,Yes,Present,Absent,Norm,lt_normal,gt_normal,Norm,Absent,Abnorm,Present,Norm,fungicida,Minor,Present,Abnorm,Above_sec_nde,gt_norm
183,anthracnose,low_areas,dk_brown_blk,same_1st_yr,Outubro,Absent,Brown_w/blk_specks,Present,Diseased,80_89%,Yes,None,Absent,Absent,absent,absent,dna,dna,Norm,Yes,Present,Absent,Norm,Normal,gt_normal,Norm,Absent,Abnorm,Absent,lt_norm,fungicida,pot_severe,Present,Abnorm,Above_sec_nde,norm
184,anthracnose,scattered,Brown,diff_1st_year,Junho,firm_and_dry,Absent,Absent,Norm,90_100%,No,None,Absent,Absent,absent,absent,dna,dna,Abnorm,Yes,Absent,Absent,Abnorm,lt_normal,gt_normal,Norm,Absent,Norm,Absent,Norm,none,pot_severe,Absent,Abnorm,Above_soil,gt_norm
185,anthracnose,whole_field,dk_brown_blk,same_lst_sev_yrs,Julho,firm_and_dry,Brown_w/blk_specks,Present,Diseased,90_100%,Yes,None,Absent,Absent,absent,absent,dna,dna,Abnorm,Yes,Present,Absent,Abnorm,Normal,gt_normal,Norm,Absent,Abnorm,Present,Norm,none,pot_severe,Absent,Abnorm,Above_sec_nde,norm
186,anthracnose,upper_areas,Brown,same_lst_two_yrs,Agosto,firm_and_dry,Brown_w/blk_specks,Present,Diseased,80_89%,No,None,Absent,Absent,absent,absent,dna,dna,Abnorm,Yes,Absent,Absent,Abnorm,lt_normal,gt_normal,Norm,Absent,Norm,Absent,Norm,none,pot_severe,Absent,Abnorm,Above_sec_nde,gt_norm
187,anthracnose,upper_areas,dk_brown_blk,same_lst_two_yrs,Outubro,Absent,Brown_w/blk_specks,Present,Diseased,80_89%,Yes,None,Absent,Absent,absent,absent,dna,dna,Norm,Yes,Present,Absent,Norm,Normal,gt_normal,Norm,Absent,Abnorm,Absent,lt_norm,none,pot_severe,Present,Abnorm,Above_sec_nde,norm
188,anthracnose,low_areas,dk_brown_blk,same_1st_yr,Maio,firm_and_dry,Absent,Absent,Norm,80_89%,Yes,None,Absent,Absent,absent,absent,dna,dna,Abnorm,Yes,Absent,Absent,Abnorm,Normal,gt_normal,Norm,Absent,Abnorm,Present,Norm,fungicida,pot_severe,Absent,Abnorm,Above_soil,norm
189,anthracnose,upper_areas,dk_brown_blk,same_lst_two_yrs,Outubro,Absent,Brown_w/blk_specks,Present,Diseased,80_89%,Yes,None,Absent,Absent,absent,absent,dna,dna,Norm,Yes,Present,Absent,Norm,lt_normal,gt_normal,Norm,Absent,Abnorm,Absent,lt_norm,fungicida,pot_severe,Present,Abnorm,Above_sec_nde,norm
190,anthracnose,low_areas,dk_brown_blk,same_1st_yr,Setembro,firm_and_dry,Brown_w/blk_specks,Present,Diseased,lt_80%,Yes,None,Absent,Absent,absent,absent,dna,dna,Abnorm,Yes,Present,Absent,Abnorm,Normal,gt_normal,Norm,Absent,Abnorm,Present,Norm,Outros,pot_severe,Absent,Abnorm,Above_sec_nde,norm
191,anthracnose,whole_field,dk_brown_blk,same_lst_sev_yrs,Setembro,firm_and_dry,Brown_w/blk_specks,Present,Diseased,lt_80%,No,None,Absent,Absent,absent,absent,dna,dna,Abnorm,No,Absent,Absent,Abnorm,lt_normal,gt_normal,Norm,Absent,Norm,Absent,Norm,fungicida,Minor,Absent,Abnorm,Above_sec_nde,gt_norm
192,anthracnose,whole_field,dk_brown_blk,same_lst_sev_yrs,Abril,firm_and_dry,Absent,Absent,Norm,lt_80%,Yes,None,Absent,Absent,absent,absent,dna,dna,Abnorm,Yes,Present,Absent,Abnorm,Normal,gt_normal,Norm,Absent,Abnorm,Absent,lt_norm,fungicida,pot_severe,Absent,Abnorm,Above_soil,norm
193,anthracnose,upper_areas,Brown,same_lst_two_yrs,Outubro,firm_and_dry,Brown_w/blk_specks,Present,Diseased,90_100%,Yes,None,Absent,Absent,absent,absent,dna,dna,Abnorm,Yes,Absent,Absent,Abnorm,Normal,gt_normal,Norm,Absent,Abnorm,Present,lt_norm,none,Minor,Present,Abnorm,Above_sec_nde,norm
194,anthracnose,low_areas,dk_brown_blk,same_1st_yr,Setembro,Absent,Brown_w/blk_specks,Absent,Diseased,80_89%,Yes,None,Absent,Absent,absent,absent,dna,dna,Norm,Yes,Present,Absent,Norm,lt_normal,gt_normal,Norm,Absent,Abnorm,Absent,lt_norm,none,pot_severe,Present,Abnorm,Above_sec_nde,norm
195,anthracnose,upper_areas,dk_brown_blk,same_lst_two_yrs,Setembro,Absent,Brown_w/blk_specks,Present,Diseased,lt_80%,Yes,None,Absent,Absent,absent,absent,dna,dna,Norm,Yes,Absent,Absent,Norm,Normal,gt_normal,Norm,Absent,Norm,Absent,Norm,none,pot_severe,Absent,Abnorm,Above_sec_nde,norm
196,anthracnose,scattered,Brown,diff_1st_year,Outubro,firm_and_dry,Brown_w/blk_specks,Present,Diseased,80_89%,No,None,Absent,Absent,absent,absent,dna,dna,Abnorm,Yes,Absent,Absent,Norm,lt_normal,gt_normal,Norm,Absent,Norm,Absent,Norm,none,pot_severe,Absent,Abnorm,Above_sec_nde,gt_norm
197,anthracnose,low_areas,dk_brown_blk,same_1st_yr,Setembro,Absent,Brown_w/blk_specks,Present,Diseased,90_100%,Yes,None,Absent,Absent,absent,absent,dna,dna,Norm,Yes,Present,Absent,Norm,Normal,gt_normal,Norm,Absent,Abnorm,Absent,lt_norm,none,pot_severe,Present,Abnorm,Above_sec_nde,norm
198,anthracnose,whole_field,dk_brown_blk,same_lst_sev_yrs,Outubro,firm_and_dry,Brown_w/blk_specks,Present,Diseased,80_89%,No,None,Absent,Absent,absent,absent,dna,dna,Abnorm,No,Absent,Absent,Norm,lt_normal,gt_normal,Norm,Absent,Norm,Absent,Norm,Outros,Minor,Absent,Abnorm,Above_sec_nde,gt_norm
199,anthracnose,whole_field,dk_brown_blk,same_lst_sev_yrs,Setembro,Absent,Brown_w/blk_specks,Absent,Diseased,80_89%,Yes,None,Absent,Absent,absent,absent,dna,dna,Norm,Yes,Present,Absent,Norm,lt_normal,gt_normal,Norm,Absent,Abnorm,Absent,lt_norm,none,pot_severe,Present,Abnorm,Above_sec_nde,norm
200,anthracnose,upper_areas,dk_brown_blk,same_lst_two_yrs,Setembro,Absent,Brown_w/blk_specks,Absent,Diseased,80_89%,Yes,None,Absent,Absent,absent,absent,dna,dna,Norm,Yes,Present,Absent,Norm,lt_normal,gt_normal,Norm,Absent,Abnorm,Absent,lt_norm,fungicida,pot_severe,Present,Abnorm,Above_sec_nde,norm
201,phyllosticta_leaf_spot,upper_areas,dna,diff_1st_year,Julho,Absent,Absent,Absent,Norm,lt_80%,Yes,None,Absent,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,lt_normal,Normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Norm,Absent,norm
202,phyllosticta_leaf_spot,upper_areas,dna,diff_1st_year,Julho,Absent,Absent,Absent,Norm,80_89%,No,None,Present,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,Normal,lt_normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Norm,Absent,norm
203,phyllosticta_leaf_spot,scattered,dna,diff_1st_year,Julho,Absent,Absent,Absent,Norm,90_100%,Yes,None,Absent,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,lt_normal,Normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Norm,Absent,norm
204,phyllosticta_leaf_spot,scattered,dna,same_lst_two_yrs,Julho,Absent,Absent,Absent,Norm,90_100%,No,None,Absent,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,Normal,lt_normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Norm,Absent,norm
205,phyllosticta_leaf_spot,upper_areas,dna,same_lst_sev_yrs,Julho,Absent,Absent,Absent,Norm,80_89%,Yes,None,Present,Absent,Present,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,lt_normal,Normal,Norm,Absent,Norm,Absent,Norm,fungicida,Minor,Absent,Norm,Absent,gt_norm
206,phyllosticta_leaf_spot,whole_field,dna,diff_1st_year,Junho,Absent,Absent,Absent,Norm,lt_80%,No,None,Absent,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,Normal,lt_normal,Norm,Absent,Norm,Absent,Norm,Outros,Minor,Absent,Norm,Absent,norm
207,phyllosticta_leaf_spot,upper_areas,dna,same_lst_sev_yrs,Maio,Absent,Absent,Absent,Norm,80_89%,No,None,Present,Absent,Present,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,Normal,lt_normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot_severe,Absent,Norm,Absent,gt_norm
208,phyllosticta_leaf_spot,upper_areas,dna,same_lst_two_yrs,Junho,Absent,Absent,Absent,Norm,80_89%,Yes,None,Present,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,lt_normal,Normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot_severe,Absent,Norm,Absent,norm
209,phyllosticta_leaf_spot,scattered,dna,same_lst_sev_yrs,Junho,Absent,Absent,Absent,Norm,90_100%,No,None,Absent,Absent,Present,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Abnorm,Normal,lt_normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot_severe,Absent,Norm,Absent,gt_norm
210,phyllosticta_leaf_spot,whole_field,dna,same_lst_sev_yrs,Junho,Absent,Absent,Absent,Norm,lt_80%,Yes,None,Absent,Absent,Present,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,lt_normal,Normal,Norm,Absent,Norm,Absent,Norm,Outros,Minor,Absent,Norm,Absent,gt_norm
211,alternarialeaf_spot,low_areas,dna,same_1st_yr,Agosto,Absent,Absent,Absent,Norm,lt_80%,Yes,None,Absent,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,lt_normal,gt_normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot_severe,Absent,Norm,Absent,norm
212,alternarialeaf_spot,whole_field,dna,same_lst_sev_yrs,Agosto,Absent,Absent,Absent,Norm,80_89%,Yes,None,Absent,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,Normal,Normal,Norm,Absent,Norm,Absent,Norm,none,pot_severe,Absent,Norm,Absent,norm
213,alternarialeaf_spot,scattered,dna,diff_1st_year,Julho,Absent,Absent,Absent,Norm,80_89%,Yes,None,Absent,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt_normal,Norm,Absent,Norm,Absent,Norm,none,pot_severe,Absent,Norm,Absent,norm
214,alternarialeaf_spot,whole_field,dna,same_lst_sev_yrs,Outubro,Absent,Absent,Absent,Norm,80_89%,Yes,None,Absent,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt_normal,Norm,Absent,Norm,Absent,Norm,fungicida,Minor,Absent,Norm,Absent,gt_norm
215,alternarialeaf_spot,upper_areas,dna,same_lst_two_yrs,Outubro,Absent,Absent,Absent,Norm,lt_80%,No,None,Absent,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,Normal,Normal,Norm,Absent,Abnorm,Present,Norm,Outros,Minor,Absent,Norm,Absent,norm
216,alternarialeaf_spot,whole_field,dna,same_lst_sev_yrs,Setembro,Absent,Absent,Absent,Norm,80_89%,Yes,None,Absent,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt_normal,Norm,Absent,Norm,Absent,Norm,none,pot_severe,Absent,Norm,Absent,gt_norm
217,alternarialeaf_spot,whole_field,dna,same_lst_sev_yrs,Outubro,Absent,Absent,Absent,Norm,80_89%,Yes,None,Absent,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,Normal,Normal,Norm,Absent,Norm,Absent,Norm,fungicida,Minor,Absent,Norm,Absent,norm
218,alternarialeaf_spot,low_areas,dna,same_lst_sev_yrs,Setembro,Absent,Absent,Absent,Norm,lt_80%,Yes,None,Absent,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,lt_normal,gt_normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Norm,Absent,gt_norm
219,alternarialeaf_spot,whole_field,dna,same_lst_sev_yrs,Outubro,Absent,Absent,Absent,Norm,80_89%,Yes,None,Absent,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt_normal,Norm,Absent,Norm,Absent,Norm,fungicida,Minor,Absent,Norm,Absent,gt_norm
220,alternarialeaf_spot,upper_areas,dna,same_lst_sev_yrs,Outubro,Absent,Absent,Absent,Norm,90_100%,Yes,None,Absent,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt_normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot_severe,Absent,Norm,Absent,gt_norm
221,alternarialeaf_spot,whole_field,dna,same_lst_two_yrs,Setembro,Absent,Absent,Absent,Norm,80_89%,Yes,None,Absent,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt_normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Norm,Absent,gt_norm
222,alternarialeaf_spot,scattered,dna,same_lst_sev_yrs,Agosto,Absent,Absent,Absent,Norm,lt_80%,Yes,None,Absent,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,lt_normal,gt_normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot_severe,Absent,Norm,Absent,norm
223,alternarialeaf_spot,low_areas,dna,same_1st_yr,Outubro,Absent,Absent,Absent,Norm,90_100%,Yes,None,Absent,Absent,Present,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt_normal,Norm,Absent,Norm,Absent,Norm,fungicida,Minor,Absent,Norm,Absent,norm
224,alternarialeaf_spot,upper_areas,dna,same_lst_two_yrs,Setembro,Absent,Absent,Absent,Norm,90_100%,Yes,None,Absent,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt_normal,Norm,Absent,Norm,Absent,Norm,none,pot_severe,Absent,Norm,Absent,gt_norm
225,alternarialeaf_spot,scattered,dna,diff_1st_year,Setembro,Absent,Absent,Absent,Norm,lt_80%,Yes,None,Absent,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,lt_normal,gt_normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Norm,Absent,norm
226,alternarialeaf_spot,upper_areas,dna,same_lst_two_yrs,Agosto,Absent,Absent,Absent,Norm,80_89%,Yes,None,Absent,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt_normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Norm,Absent,norm
227,alternarialeaf_spot,low_areas,dna,same_1st_yr,Agosto,Absent,Absent,Absent,Norm,80_89%,Yes,None,Absent,Absent,Present,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt_normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot_severe,Absent,Norm,Absent,norm
228,alternarialeaf_spot,low_areas,dna,same_lst_two_yrs,Setembro,Absent,Absent,Absent,Norm,90_100%,Yes,None,Absent,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt_normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Norm,Absent,norm
229,alternarialeaf_spot,upper_areas,dna,same_lst_sev_yrs,Outubro,Absent,Absent,Absent,Norm,90_100%,Yes,None,Absent,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt_normal,Norm,Absent,Norm,Absent,Norm,fungicida,Minor,Absent,Norm,Absent,gt_norm
230,alternarialeaf_spot,low_areas,dna,same_1st_yr,Outubro,Absent,Absent,Absent,Norm,lt_80%,Yes,None,Absent,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,lt_normal,gt_normal,Norm,Absent,Norm,Absent,Norm,fungicida,Minor,Absent,Norm,Absent,gt_norm
231,alternarialeaf_spot,low_areas,dna,same_lst_sev_yrs,Setembro,Absent,Absent,Absent,Norm,lt_80%,Yes,None,Absent,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,lt_normal,gt_normal,Norm,Absent,Norm,Absent,Norm,none,pot_severe,Absent,Norm,Absent,gt_norm
232,alternarialeaf_spot,whole_field,dna,same_lst_sev_yrs,Setembro,Absent,Absent,Absent,Norm,80_89%,Yes,None,Absent,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,lt_normal,gt_normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot_severe,Absent,Norm,Absent,gt_norm
233,alternarialeaf_spot,low_areas,dna,same_lst_two_yrs,Agosto,Absent,Absent,Absent,Norm,lt_80%,Yes,None,Absent,Absent,Present,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,lt_normal,gt_normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Norm,Absent,norm
